City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,San Carlos Del Zulia,VE,2021-11-28 22:07:49,9.0,-71.9135,79.77,85,95,5.46
295,Brownsville,US,2021-11-28 22:02:57,25.9018,-97.4975,73.51,49,1,6.91
296,Coari,BR,2021-11-28 22:07:50,-4.085,-63.1414,77.68,91,78,1.39
297,Yar-Sale,RU,2021-11-28 22:07:50,66.8333,70.8333,-4.92,94,100,8.61
298,Hobyo,SO,2021-11-28 22:07:50,5.3505,48.5268,81.5,75,54,16.08
299,Kulu,TR,2021-11-28 22:07:51,39.0951,33.0799,50.88,78,6,10.8
300,Fairlie,GB,2021-11-28 22:07:51,55.756,-4.8556,30.02,67,38,3.98
301,Norman Wells,CA,2021-11-28 22:07:51,65.282,-126.8329,-21.96,69,75,0.0
302,Gomel,BY,2021-11-28 22:07:52,52.4345,30.9754,40.96,94,100,9.22
303,Nandgaon,IN,2021-11-28 22:07:52,20.3167,74.65,66.67,42,82,5.23
304,Ozinki,RU,2021-11-28 22:07:52,51.1786,49.6769,33.55,81,100,10.31
305,Arawa,PG,2021-11-28 22:07:53,-6.2132,155.5367,83.07,75,100,2.37
306,Abu Samrah,SY,2021-11-28 22:07:53,35.3029,37.1841,60.17,59,7,6.67
307,Molchanovo,RU,2021-11-28 22:07:54,57.5817,83.7692,18.07,95,100,7.47
308,Balaguer,ES,2021-11-28 22:07:54,41.7912,0.8109,40.68,79,56,6.29
309,San Felipe,VE,2021-11-28 22:07:54,10.3399,-68.7425,76.26,83,92,5.39
310,Upata,VE,2021-11-28 22:07:55,8.0086,-62.3989,72.36,93,68,4.72
311,Aksu,CN,2021-11-28 22:07:55,41.1231,80.2644,25.56,61,6,3.2
312,Mandalgovi,MN,2021-11-28 22:07:55,45.7625,106.2708,14.94,82,57,13.58
313,Souillac,MU,2021-11-28 22:07:56,-20.5167,57.5167,73.78,83,40,3.44
314,Portel,BR,2021-11-28 22:07:56,-1.9356,-50.8211,81.09,69,96,3.69
315,Dunedin,NZ,2021-11-28 22:07:56,-45.8742,170.5036,62.28,54,79,3.49
316,Buenos Aires,AR,2021-11-28 22:05:00,-34.6132,-58.3772,64.13,94,90,8.05
317,Anina,RO,2021-11-28 22:07:57,45.0794,21.8569,47.35,80,87,12.55
318,Odessa,UA,2021-11-28 22:07:57,46.4775,30.7326,53.53,100,90,8.95
319,Sarankhola,BD,2021-11-28 22:07:57,22.3082,89.7897,61.14,66,75,4.27
320,Amarante Do Maranhao,BR,2021-11-28 22:08:58,-5.5667,-46.7422,78.1,76,100,0.07
321,Hovd,MN,2021-11-28 22:08:58,48.0056,91.6419,15.26,36,9,1.32
322,Aklavik,CA,2021-11-28 22:08:59,68.2191,-135.0107,-10.25,87,100,18.1
323,Tuatapere,NZ,2021-11-28 22:08:59,-46.1333,167.6833,61.23,41,18,3.13
324,Jardim,BR,2021-11-28 22:08:59,-21.4803,-56.1381,85.1,56,45,5.91
325,Cadiz,ES,2021-11-28 22:09:00,36.5,-5.75,53.06,62,3,1.74
326,Creel,MX,2021-11-28 22:09:00,27.75,-107.6333,52.5,45,100,12.55
327,Montepuez,MZ,2021-11-28 22:09:00,-13.1256,38.9997,69.15,82,68,6.11
328,Vestmanna,FO,2021-11-28 22:09:01,62.1564,-7.1664,32.92,86,90,1.14
329,Atambua,ID,2021-11-28 22:09:01,-9.1061,124.8925,75.72,80,100,2.06
330,Furstenfeld,AT,2021-11-28 22:09:01,47.05,16.0833,34.65,99,100,3.18
331,Qaqortoq,GL,2021-11-28 22:09:02,60.7167,-46.0333,36.1,97,100,10.58
332,Eydhafushi,MV,2021-11-28 22:09:02,5.1033,73.0708,79.74,82,100,14.14
333,Isangel,VU,2021-11-28 22:09:03,-19.55,169.2667,82.42,72,100,8.19
334,Labuhan,ID,2021-11-28 22:09:03,-6.8844,112.2051,75.25,92,100,2.42
335,Touros,BR,2021-11-28 22:04:12,-5.1989,-35.4608,83.3,78,49,11.18
336,Mount Isa,AU,2021-11-28 22:09:04,-20.7333,139.5,78.57,27,40,9.22
337,Kaduy,RU,2021-11-28 22:05:53,59.2,37.15,19.96,96,98,3.94
338,Aykino,RU,2021-11-28 22:09:04,62.2248,49.9922,30.18,98,100,5.35
339,Wana,PK,2021-11-28 22:09:04,32.2989,69.5725,48.43,39,1,4.61
340,Birin,NP,2021-11-28 22:09:05,26.8865,88.0718,47.75,62,12,5.35
341,Nelson Bay,AU,2021-11-28 22:09:05,-32.7167,152.15,64.45,73,100,5.12
342,Jiuquan,CN,2021-11-28 22:08:41,39.7432,98.5174,16.88,64,0,4.5
343,Itarema,BR,2021-11-28 22:09:06,-2.9248,-39.9167,81.19,78,23,15.93
344,Solnechnyy,RU,2021-11-28 22:09:06,50.7214,136.6319,12.87,94,100,3.71
345,Leshukonskoye,RU,2021-11-28 22:09:06,64.8989,45.7622,11.95,93,100,6.87
346,Tautira,PF,2021-11-28 22:09:07,-17.7333,-149.15,80.62,80,93,19.01
347,Potosi,BO,2021-11-28 22:04:54,-19.5836,-65.7531,48.94,76,84,12.55
348,Manyana,BW,2021-11-28 22:09:07,-23.4,21.7167,74.46,44,2,8.08
349,Te Anau,NZ,2021-11-28 22:06:35,-45.4167,167.7167,63.27,41,18,1.1
350,Brewster,US,2021-11-28 22:09:08,41.3973,-73.6171,36.19,75,90,0.0
351,Inuvik,CA,2021-11-28 22:09:08,68.3499,-133.7218,-9.49,96,100,16.84
352,Les Cayes,HT,2021-11-28 22:09:09,18.2,-73.75,80.56,71,62,2.89
353,Benghazi,LY,2021-11-28 22:06:27,32.1167,20.0667,78.19,38,99,28.72
354,Dalhousie,IN,2021-11-28 22:09:09,32.5333,75.9833,40.06,29,0,7.81
355,Gizo,SB,2021-11-28 22:09:09,-8.103,156.8419,84.31,70,97,7.36
356,Hualmay,PE,2021-11-28 22:09:10,-11.0964,-77.6139,68.99,78,80,10.42
357,Novoaleksandrovsk,RU,2021-11-28 22:09:10,45.4948,41.2207,49.35,69,100,8.59
358,Shasta Lake,US,2021-11-28 22:09:10,40.6804,-122.3708,70.52,53,86,1.48
359,Ponta Do Sol,PT,2021-11-28 22:09:11,32.6667,-17.1,63.23,78,40,8.93
360,Vila Do Maio,CV,2021-11-28 22:09:11,15.1333,-23.2167,75.99,73,82,22.3
361,Opuwo,NA,2021-11-28 22:09:11,-18.0607,13.84,69.06,27,72,4.68
362,Brandfort,ZA,2021-11-28 22:09:12,-28.7001,26.4597,61.57,33,11,8.05
363,Alto Araguaia,BR,2021-11-28 22:09:12,-17.3147,-53.2153,74.68,83,72,5.86
364,Minab,IR,2021-11-28 22:09:12,27.1467,57.0801,69.3,81,10,1.88
365,Portland,US,2021-11-28 22:08:10,45.5234,-122.6762,62.53,61,75,10.36
366,Ginir,ET,2021-11-28 22:10:13,7.1333,40.7,61.7,63,78,4.41
367,Qiyang,CN,2021-11-28 22:10:13,26.5911,111.8474,52.21,72,12,2.64
368,Joutseno,FI,2021-11-28 22:10:14,61.118,28.5076,19.45,84,100,11.16
369,Grand Gaube,MU,2021-11-28 22:10:14,-20.0064,57.6608,73.8,69,5,7.83
370,Tomatlan,MX,2021-11-28 22:10:14,19.9333,-105.25,84.81,49,86,6.06
371,Haines Junction,CA,2021-11-28 22:10:15,60.7522,-137.5108,-16.65,76,99,2.3
372,Kurchum,KZ,2021-11-28 22:10:15,48.5722,83.6542,7.43,82,3,3.22
373,Gazanjyk,TM,2021-11-28 22:10:15,39.2446,55.5154,49.8,43,75,9.1
374,Vasilyevo,RU,2021-11-28 22:10:16,55.836,48.6582,32.67,99,100,8.34
375,Tashtyp,RU,2021-11-28 22:10:16,52.7939,89.8983,15.91,84,90,5.68
376,Ulaanbaatar,MN,2021-11-28 22:10:16,47.9077,106.8832,-3.87,77,75,2.24
377,Sao Goncalo,BR,2021-11-28 22:08:36,-22.8156,-43.0411,75.02,83,75,10.36
378,Tura,IN,2021-11-28 22:10:17,25.5198,90.2201,58.93,61,5,3.51
379,Irbil,IQ,2021-11-28 22:10:17,36.1926,44.0106,56.28,52,9,3.2
380,Coswig,DE,2021-11-28 22:10:18,51.1333,13.5833,35.01,86,40,5.75
381,Comodoro Rivadavia,AR,2021-11-28 22:10:18,-45.8667,-67.5,71.46,26,0,29.93
382,Shabo,UA,2021-11-28 22:10:18,46.1326,30.386,54.05,92,100,12.97
383,Lazaro Cardenas,MX,2021-11-28 22:10:19,17.9583,-102.2,83.71,58,5,9.24
384,Tigil,RU,2021-11-28 22:10:19,57.8,158.6667,-3.71,94,99,5.32
385,Mundo Nuevo,MX,2021-11-28 22:10:19,18.7,-95.5,76.53,80,99,13.29
386,Chililabombwe,ZM,2021-11-28 22:10:20,-12.3648,27.8229,64.02,78,10,3.36
387,Boguchany,RU,2021-11-28 22:10:20,58.3814,97.4531,24.4,87,100,13.42
388,Akdepe,TM,2021-11-28 22:10:20,42.0551,59.3788,24.8,51,56,6.55
389,Pavilosta,LV,2021-11-28 22:10:21,56.8879,21.1859,33.71,92,100,8.84
390,Tiksi,RU,2021-11-28 22:05:23,71.6872,128.8694,-14.3,99,99,6.49
391,Evinayong,GQ,2021-11-28 22:10:21,1.4368,10.5512,68.16,96,97,0.89
392,Vanimo,PG,2021-11-28 22:10:22,-2.6741,141.3028,78.8,87,99,5.44
393,Taos,US,2021-11-28 22:10:22,36.4072,-105.5731,58.6,23,1,4.61
394,Kloulklubed,PW,2021-11-28 22:10:22,7.0419,134.2556,84.0,70,60,11.45
395,Kalemie,CD,2021-11-28 22:10:23,-5.9475,29.1947,70.79,77,17,2.46
396,Los Llanos De Aridane,ES,2021-11-28 22:10:23,28.6585,-17.9182,60.55,82,75,14.97
397,Xichang,CN,2021-11-28 22:07:56,27.8964,102.2634,44.92,85,26,1.3
398,Aswan,EG,2021-11-28 22:07:58,24.0934,32.907,75.65,32,21,8.05
399,Maniitsoq,GL,2021-11-28 22:10:24,65.4167,-52.9,36.86,98,100,25.57
400,Niono,ML,2021-11-28 22:10:25,14.2526,-5.993,81.9,16,4,9.22
401,Otaru,JP,2021-11-28 22:10:25,43.1894,141.0022,41.2,75,100,8.01
402,Qianan,CN,2021-11-28 22:10:25,44.9932,124.0581,17.11,91,51,5.97
403,Miri,MY,2021-11-28 22:10:26,4.4148,114.0089,75.51,94,100,2.19
404,Meulaboh,ID,2021-11-28 22:07:15,4.1363,96.1285,74.41,90,100,4.38
405,Bayreuth,DE,2021-11-28 22:10:26,49.9481,11.5783,31.6,98,73,1.79
406,Ukiah,US,2021-11-28 22:10:26,39.1502,-123.2078,73.29,46,1,0.0
407,Awbari,LY,2021-11-28 22:10:27,26.5921,12.7805,70.65,30,100,7.54
408,Clyde River,CA,2021-11-28 22:10:27,70.4692,-68.5914,-3.77,84,95,18.41
409,Soyo,AO,2021-11-28 22:10:27,-6.1349,12.3689,78.42,90,88,5.77
410,Kaitangata,NZ,2021-11-28 22:05:32,-46.2817,169.8464,63.05,42,98,6.53
411,Qunduz,AF,2021-11-28 22:10:28,36.729,68.857,48.56,68,51,2.01
412,Crown Point,US,2021-11-28 22:11:28,41.417,-87.3653,38.77,38,1,11.5
413,Mayuge,UG,2021-11-28 22:11:29,0.4597,33.4803,64.65,91,60,0.92
414,Margate,GB,2021-11-28 22:11:29,51.3813,1.3862,31.86,79,32,24.2
415,Pevek,RU,2021-11-28 22:11:29,69.7008,170.3133,1.96,92,100,1.95
416,Bereda,ES,2021-11-28 22:10:28,43.2686,-7.5406,47.95,96,100,6.04
417,Namatanai,PG,2021-11-28 22:11:30,-3.6667,152.4333,82.67,74,70,5.99
418,Vershino-Darasunskiy,RU,2021-11-28 22:11:30,52.35,115.5167,-0.49,95,99,2.77
419,Swan Hill,AU,2021-11-28 22:09:11,-35.3378,143.5544,71.58,50,0,5.61
420,Pantai Remis,MY,2021-11-28 22:11:31,4.4557,100.6288,76.42,88,100,3.53
421,Ngunguru,NZ,2021-11-28 22:11:31,-35.6167,174.5,66.78,69,97,5.28
422,Biltine,TD,2021-11-28 22:11:31,14.5333,20.9167,76.48,16,1,8.46
423,Olafsvik,IS,2021-11-28 22:11:32,64.8945,-23.7142,39.6,94,98,12.57
424,Bulgan,MN,2021-11-28 22:11:32,48.8125,103.5347,10.9,77,55,5.73
425,Jining,CN,2021-11-28 22:11:32,35.405,116.5814,45.41,87,6,3.04
426,Santo Antonio De Jesus,BR,2021-11-28 22:11:33,-12.9689,-39.2614,71.17,98,94,2.1
427,Qandala,SO,2021-11-28 22:11:33,11.472,49.8728,77.38,57,58,3.56
428,Kulhudhuffushi,MV,2021-11-28 22:11:33,6.6221,73.07,79.56,81,95,11.72
429,Verkhniy Avzyan,RU,2021-11-28 22:11:34,53.5289,57.5372,15.64,89,100,2.35
430,Bonoua,CI,2021-11-28 22:11:34,5.2741,-3.595,78.42,85,97,4.85
431,Iquique,CL,2021-11-28 22:11:35,-20.2208,-70.1431,66.24,76,92,5.37
432,Becerril,CO,2021-11-28 22:11:35,9.7041,-73.2793,83.7,72,81,2.73
433,Sao Filipe,CV,2021-11-28 22:11:36,14.8961,-24.4956,76.64,71,97,14.63
434,Waren,DE,2021-11-28 22:11:36,53.5167,12.6833,35.29,93,100,4.56
435,Banjar,ID,2021-11-28 22:11:36,-8.19,114.9675,75.06,93,100,1.92
436,Cartagena,CO,2021-11-28 22:11:37,10.3997,-75.5144,87.42,66,75,9.22
437,Karabuk,TR,2021-11-28 22:11:37,41.2049,32.6277,52.5,72,71,4.0
438,Eureka,US,2021-11-28 22:11:37,40.8021,-124.1637,54.21,83,62,5.79
439,Punta Alta,AR,2021-11-28 22:11:38,-38.8759,-62.0736,65.77,72,54,12.35
440,Cedar City,US,2021-11-28 22:11:38,37.6775,-113.0619,58.17,23,1,0.0
441,Southbridge,US,2021-11-28 22:11:39,42.0751,-72.0334,34.18,95,94,2.44
442,Gambela,ET,2021-11-28 22:11:39,8.25,34.5833,78.37,54,50,3.98
443,Kushima,JP,2021-11-28 22:11:39,31.4583,131.2333,49.48,79,43,5.53
444,Hailar,CN,2021-11-28 22:11:40,49.2,119.7,3.31,95,90,6.42
445,Ust-Omchug,RU,2021-11-28 22:11:40,61.15,149.6333,-9.78,99,100,6.55
446,Sokoto,NG,2021-11-28 22:11:40,13.0609,5.239,77.13,14,68,9.17
447,Zonguldak,TR,2021-11-28 22:11:41,41.25,31.8333,50.25,61,93,5.77
448,Cap Malheureux,MU,2021-11-28 22:11:41,-19.9842,57.6142,73.89,70,5,8.1
449,Santarem,BR,2021-11-28 22:11:41,-2.4431,-54.7083,84.33,74,0,5.75
450,Wewak,PG,2021-11-28 22:11:42,-3.5534,143.6268,79.99,86,95,4.97
451,Adrar,MR,2021-11-28 22:11:42,20.5022,-10.0711,60.93,35,0,10.83
452,Kingaroy,AU,2021-11-28 22:11:42,-26.5333,151.8333,66.24,100,90,9.22
453,Novovasylivka,UA,2021-11-28 22:11:43,46.8315,35.7536,49.57,98,96,6.46
454,Teguldet,RU,2021-11-28 22:11:43,57.3064,88.1667,18.99,93,100,9.71
455,Chipurupalle,IN,2021-11-28 22:11:44,18.3,83.5667,69.42,73,90,3.42
456,Hatillo,PR,2021-11-28 22:12:44,18.4863,-66.8254,79.36,83,46,11.05
457,Hasaki,JP,2021-11-28 22:12:44,35.7333,140.8333,34.2,47,3,2.28
458,Asyut,EG,2021-11-28 22:12:45,27.181,31.1837,72.43,21,81,4.97
459,Faya,SA,2021-11-28 22:12:45,18.3851,42.4509,52.32,39,0,5.44
460,Caravelas,BR,2021-11-28 22:12:45,-17.7125,-39.2481,74.62,94,62,12.01
461,Megion,RU,2021-11-28 22:12:46,61.0296,76.1136,19.42,96,100,9.13
462,Marsala,IT,2021-11-28 22:12:46,37.7966,12.4352,55.54,65,95,24.49
463,Porto Santo,PT,2021-11-28 22:12:46,33.072,-16.3415,62.98,67,40,10.36
464,Jerez,GT,2021-11-28 22:12:47,14.1,-89.75,84.65,37,0,4.61
465,Constantine,DZ,2021-11-28 22:12:47,36.365,6.6147,40.66,67,33,15.61
466,Sidi Ali,DZ,2021-11-28 22:12:47,36.0998,0.4206,51.94,50,13,18.25
467,Pokosnoye,RU,2021-11-28 22:12:12,55.5258,101.0536,20.97,92,100,12.62
468,Ekibastuz,KZ,2021-11-28 22:09:30,51.6667,75.3667,9.01,77,50,5.93
469,Pistsovo,RU,2021-11-28 22:12:48,57.179,40.5298,33.1,97,100,5.7
470,Cockburn Town,TC,2021-11-28 22:12:48,21.4612,-71.1419,78.76,73,40,5.75
471,Saint Anthony,US,2021-11-28 22:12:49,45.0205,-93.218,38.35,31,1,6.91
472,Tengzhou,CN,2021-11-28 22:12:49,35.0771,117.1518,47.44,86,50,2.48
473,Namwala,ZM,2021-11-28 22:12:50,-15.7504,26.4384,71.55,50,43,4.9
474,La Libertad,EC,2021-11-28 22:12:50,-2.2333,-80.9,73.06,83,90,12.66
475,Dakar,SN,2021-11-28 22:10:08,14.6937,-17.4441,76.08,67,87,24.49
476,Manono,CD,2021-11-28 22:12:50,-7.3,27.4167,69.98,90,83,0.49
477,Davila,PH,2021-11-28 22:12:51,18.4726,120.5763,79.12,76,75,4.74
478,Karpogory,RU,2021-11-28 22:09:26,64.0019,44.4451,8.58,95,100,6.46
479,Egvekinot,RU,2021-11-28 22:12:51,66.3167,-179.1667,-5.39,98,100,1.12
480,Zhovti Vody,UA,2021-11-28 22:12:52,48.3473,33.5003,51.46,98,100,8.01
481,Chiredzi,ZW,2021-11-28 22:12:52,-21.05,31.6667,71.8,56,0,4.99
482,Nea Makri,GR,2021-11-28 22:12:52,38.0833,23.9833,67.78,63,20,8.05
483,Umaria,IN,2021-11-28 22:08:08,23.5333,80.8333,55.31,48,99,2.51
484,Marquette,US,2021-11-28 22:11:39,46.5333,-87.6335,29.64,83,80,9.66
485,Saint-Augustin,CA,2021-11-28 22:12:53,51.226,-58.6502,34.2,85,99,23.0
486,Nyrob,RU,2021-11-28 22:12:53,60.733,56.7202,28.06,96,100,10.54
487,Porbandar,IN,2021-11-28 22:12:54,21.6422,69.6093,77.0,63,78,3.94
488,Strangnas,SE,2021-11-28 22:07:57,59.3774,17.0312,23.41,69,23,8.32
489,Bacolod,PH,2021-11-28 22:12:54,10.6667,122.95,76.53,85,31,6.62
490,Chimbote,PE,2021-11-28 22:12:55,-9.0853,-78.5783,68.54,81,100,9.28
491,Umba,RU,2021-11-28 22:12:55,66.6871,34.3429,4.23,95,19,4.99
492,Lerwick,GB,2021-11-28 22:12:55,60.1545,-1.1494,32.0,53,92,6.58
493,Beloha,MG,2021-11-28 22:12:56,-25.1667,45.05,64.0,66,3,15.5
494,Ayan,RU,2021-11-28 22:12:56,56.45,138.1667,6.58,71,8,17.43
495,Samana,DO,2021-11-28 22:12:56,19.2056,-69.3369,82.36,83,13,7.18
496,Terney,RU,2021-11-28 22:12:57,45.0503,136.6092,33.24,71,81,7.67
497,Ponta Delgada,PT,2021-11-28 22:12:57,37.7333,-25.6667,59.72,77,75,8.05
498,Pacific Grove,US,2021-11-28 22:12:57,36.6177,-121.9166,78.48,40,1,5.75
499,Pangai,TO,2021-11-28 22:12:58,-19.8,-174.35,78.69,60,4,19.33
500,Chernyshevskiy,RU,2021-11-28 22:12:58,63.0128,112.4714,-20.31,100,100,1.95
501,Barentu,ER,2021-11-28 22:12:58,15.1139,37.5928,74.16,49,0,8.12
502,Omemee,CA,2021-11-28 22:12:59,44.299,-78.5599,27.09,93,90,5.75
503,Atbasar,KZ,2021-11-28 22:13:59,51.8,68.3333,5.02,86,100,4.43
504,Shinuhayr,AM,2021-11-28 22:13:59,39.4367,46.3179,41.7,79,24,9.6
505,Kjollefjord,NO,2021-11-28 22:14:00,70.9457,27.3465,14.05,91,30,18.05
506,Kahului,US,2021-11-28 22:14:00,20.8947,-156.47,82.42,57,40,17.27
507,Nemuro,JP,2021-11-28 22:14:01,43.3236,145.575,42.4,70,7,11.21
508,Andenes,NO,2021-11-28 22:14:01,69.3143,16.1194,26.58,93,75,3.44
509,Vigeland,NO,2021-11-28 22:14:01,58.0844,7.305,28.49,72,100,16.04
510,Laon,FR,2021-11-28 22:14:02,49.5667,3.6667,35.85,97,100,10.18
511,Goderich,CA,2021-11-28 22:14:02,43.7501,-81.7165,34.12,86,100,8.05
512,Gbarnga,LR,2021-11-28 22:14:02,6.9956,-9.4722,74.88,86,61,2.71
513,Kununurra,AU,2021-11-28 22:14:03,-15.7667,128.7333,80.58,83,58,0.0
514,Port Keats,AU,2021-11-28 22:14:03,-14.25,129.55,82.26,71,100,2.71
515,Ceres,US,2021-11-28 22:14:04,37.5949,-120.9577,70.38,45,1,5.75
516,Takab,IR,2021-11-28 22:14:04,36.4009,47.1133,40.14,87,40,4.94
517,Tingi,TZ,2021-11-28 22:10:16,-11.3,35.0333,64.72,77,4,3.2
518,Burns Lake,CA,2021-11-28 22:14:04,54.2331,-125.7533,40.42,76,54,6.91
519,Pecos,US,2021-11-28 22:14:05,31.4229,-103.4932,65.23,25,1,0.0
520,Tari,NG,2021-11-28 22:14:05,12.4086,4.4914,79.07,15,100,11.03
521,Panyutyne,UA,2021-11-28 22:14:05,48.9333,36.2833,48.0,98,100,5.84
522,Elbistan,TR,2021-11-28 22:14:06,38.2059,37.1983,46.38,87,18,2.62
523,Simao,CN,2021-11-28 22:14:06,22.7886,100.9748,55.31,95,95,1.52
524,San Roque,ES,2021-11-28 22:14:06,36.2107,-5.3842,54.43,58,20,14.97
525,Canmore,CA,2021-11-28 22:14:07,51.0834,-115.3521,50.49,100,76,5.75
526,Wilkie,CA,2021-11-28 22:14:07,52.4168,-108.7014,28.78,96,77,4.16
527,Prince Rupert,CA,2021-11-28 22:09:21,54.3161,-130.3201,39.29,75,90,8.05
528,Charters Towers,AU,2021-11-28 22:14:08,-20.1,146.2667,80.46,68,37,12.19
529,Kirkwood,US,2021-11-28 22:14:08,38.5834,-90.4068,49.39,31,20,11.5
530,Cabedelo,BR,2021-11-28 22:14:08,-6.9811,-34.8339,81.27,76,35,9.6
531,Roebourne,AU,2021-11-28 22:14:09,-20.7833,117.1333,81.79,60,32,3.02
532,Okara,PK,2021-11-28 22:14:09,30.8081,73.4458,60.19,32,0,3.94
533,Boa Vista,BR,2021-11-28 22:14:09,2.8197,-60.6733,87.78,48,20,10.36
534,Yerbogachen,RU,2021-11-28 22:14:10,61.2767,108.0108,-1.97,100,100,2.89
535,Vao,NC,2021-11-28 22:14:10,-22.6667,167.4833,76.12,87,21,20.76
536,Pangnirtung,CA,2021-11-28 22:14:10,66.1451,-65.7125,15.33,77,100,8.57
537,Nouadhibou,MR,2021-11-28 22:14:11,20.931,-17.0347,66.18,77,100,24.16
538,Nador,MA,2021-11-28 22:14:11,35.174,-2.9287,55.65,62,40,17.27
539,Quatre Cocos,MU,2021-11-28 22:14:11,-20.2078,57.7625,73.51,70,4,4.92
540,Merke,KZ,2021-11-28 22:14:12,42.8728,73.1786,33.37,53,11,6.17
541,Lynn Haven,US,2021-11-28 22:10:16,30.2455,-85.6483,57.18,82,90,0.0
542,Benjamin Constant,BR,2021-11-28 22:14:13,-4.3831,-70.0311,86.13,70,20,3.44
543,Ayr,GB,2021-11-28 22:14:13,55.4627,-4.6339,30.09,93,0,2.3
544,Rio De Janeiro,BR,2021-11-28 22:11:43,-22.9028,-43.2075,75.2,83,75,10.36
545,Rincon,US,2021-11-28 22:14:13,32.296,-81.2354,58.91,35,90,9.22
546,Kindu,CD,2021-11-28 22:14:14,-2.95,25.95,69.04,98,100,0.87
547,Svetlyy,RU,2021-11-28 22:15:14,54.675,20.1347,33.85,90,100,8.77
548,Whitehorse,CA,2021-11-28 22:15:15,60.7161,-135.0538,-3.23,77,20,8.05
549,Goundam,ML,2021-11-28 22:15:15,16.4145,-3.6708,80.6,19,100,11.34
550,Gubakha,RU,2021-11-28 22:15:15,58.8386,57.5532,25.97,95,100,10.04
551,Launceston,AU,2021-11-28 22:15:16,-41.45,147.1667,58.64,67,0,11.5
552,Sikonge,TZ,2021-11-28 22:15:16,-5.6333,32.7667,72.84,51,83,3.02
553,Flinders,AU,2021-11-28 22:15:16,-34.5833,150.8552,63.14,64,68,1.1
554,Alice Springs,AU,2021-11-28 22:15:17,-23.7,133.8833,69.35,46,0,0.0
555,Maragogi,BR,2021-11-28 22:15:17,-9.0122,-35.2225,80.15,82,28,13.13
556,Biak,ID,2021-11-28 22:15:17,-0.9131,122.8766,76.23,83,100,4.21
557,Tarakan,ID,2021-11-28 22:15:18,3.3,117.6333,76.5,88,90,5.75
558,Pemangkat,ID,2021-11-28 22:15:18,1.1667,108.9667,75.65,83,90,5.14
559,Mirandela,PT,2021-11-28 22:15:19,41.4874,-7.187,49.41,82,79,10.96
560,Byron Bay,AU,2021-11-28 22:14:49,-28.65,153.6167,75.15,79,92,9.48
561,Hambantota,LK,2021-11-28 22:15:19,6.1241,81.1185,76.71,88,99,6.31
562,Ixtapa,MX,2021-11-28 22:15:20,20.7,-105.2,81.63,61,40,10.36
563,Acarau,BR,2021-11-28 22:15:20,-2.8856,-40.12,81.25,78,19,16.78
564,Beyneu,KZ,2021-11-28 22:15:20,45.3167,55.2,35.58,45,57,8.79
565,Strunino,RU,2021-11-28 22:15:21,56.3833,38.5667,28.54,98,100,3.42
