City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
260,Mentougou,39.9392,116.0917,38.34,27,0,0.4,CN,2021-12-05 02:03:36,clear sky
261,Natchez,31.5604,-91.4032,62.89,100,1,0.0,US,2021-12-05 02:03:36,clear sky
262,Sao Filipe,14.8961,-24.4956,75.6,74,100,8.1,CV,2021-12-05 02:03:37,overcast clouds
263,Kununurra,-15.7667,128.7333,100.38,37,100,10.36,AU,2021-12-05 02:02:59,overcast clouds
264,Elko,41.0002,-115.5012,46.63,41,16,7.0,US,2021-12-05 02:03:37,few clouds
265,Kumla,59.1277,15.1434,24.75,93,90,10.36,SE,2021-12-05 02:03:38,overcast clouds
266,Lichtenburg,-26.152,26.1597,59.18,88,100,15.75,ZA,2021-12-05 02:03:39,light rain
267,Port Hueneme,34.1478,-119.1951,61.9,85,1,0.0,US,2021-12-05 02:03:39,clear sky
268,Walvis Bay,-22.9575,14.5053,57.09,80,0,8.84,NA,2021-12-05 02:03:39,clear sky
269,Portland,45.5234,-122.6762,52.77,93,90,3.0,US,2021-12-05 02:03:40,overcast clouds
270,Saveh,35.0213,50.3566,45.32,52,66,0.92,IR,2021-12-05 02:04:40,broken clouds
271,Kailua,21.4022,-157.7394,73.38,73,100,15.21,US,2021-12-05 02:04:41,light rain
272,Haverfordwest,51.8017,-4.9691,46.17,77,78,8.99,GB,2021-12-05 02:04:41,broken clouds
273,Marawi,7.9986,124.2928,72.64,77,99,5.91,PH,2021-12-05 02:04:42,overcast clouds
274,Uvalde,29.3669,-99.767,70.52,69,1,5.75,US,2021-12-05 02:04:42,clear sky
275,Aklavik,68.2191,-135.0107,-24.84,86,4,7.94,CA,2021-12-05 02:04:43,clear sky
276,Los Llanos De Aridane,28.6585,-17.9182,62.35,66,20,11.01,ES,2021-12-05 02:04:07,few clouds
277,Belyy Yar,53.6039,91.3903,18.86,90,96,0.0,RU,2021-12-05 02:04:43,overcast clouds
278,Luderitz,-26.6481,15.1594,58.8,89,8,4.29,NA,2021-12-05 02:04:44,clear sky
279,Beyneu,45.3167,55.2,30.11,83,5,10.85,KZ,2021-12-05 02:00:44,clear sky
280,Binguang,17.4619,121.7828,71.65,85,97,4.54,PH,2021-12-05 02:04:44,overcast clouds
281,Nieuw Amsterdam,5.8833,-55.0833,77.02,90,97,8.25,SR,2021-12-05 02:04:45,overcast clouds
282,Lishu,43.3047,124.3278,35.13,68,6,19.93,CN,2021-12-05 02:04:46,clear sky
283,Xuanzhou,30.9525,118.7553,52.66,46,28,3.98,CN,2021-12-05 02:04:46,scattered clouds
284,Carutapera,-1.195,-46.02,77.22,90,27,4.74,BR,2021-12-05 02:04:47,scattered clouds
285,Bowen,-20.0167,148.2333,85.51,59,0,19.46,AU,2021-12-05 02:04:47,clear sky
286,Goundam,16.4145,-3.6708,70.61,16,65,11.23,ML,2021-12-05 02:04:48,broken clouds
287,Guerrero Negro,27.9769,-114.0611,62.42,83,53,16.82,MX,2021-12-05 02:04:48,broken clouds
288,Saint-Pierre,-21.3393,55.4781,76.68,69,0,9.22,RE,2021-12-05 02:00:03,clear sky
289,Belaya Gora,68.5333,146.4167,-44.52,100,75,1.03,RU,2021-12-05 02:04:49,broken clouds
290,Touros,-5.1989,-35.4608,79.7,80,14,13.04,BR,2021-12-05 02:04:50,few clouds
291,Wajir,1.7471,40.0573,75.6,81,85,13.18,KE,2021-12-05 02:04:51,overcast clouds
292,Tumbi,-5.0667,32.7333,69.55,62,100,9.33,TZ,2021-12-05 02:04:51,overcast clouds
293,Hede,33.7681,120.2517,52.07,50,5,6.91,CN,2021-12-05 02:04:52,clear sky
294,Muros,42.7762,-9.0603,54.23,95,88,15.82,ES,2021-12-05 02:04:52,overcast clouds
295,Ca Mau,9.1769,105.15,74.26,61,46,5.77,VN,2021-12-05 02:04:53,scattered clouds
296,Laguna,38.421,-121.4238,55.96,96,90,0.0,US,2021-12-05 02:04:53,mist
297,Baculin,7.4525,126.5842,83.44,71,100,13.22,PH,2021-12-05 02:04:54,overcast clouds
298,Kihei,20.785,-156.4656,73.42,73,75,13.8,US,2021-12-05 02:04:55,broken clouds
299,Gijon,43.5357,-5.6615,51.01,85,100,10.0,ES,2021-12-05 02:04:55,light rain
300,Bathsheba,13.2167,-59.5167,81.21,69,40,18.41,BB,2021-12-05 02:04:56,scattered clouds
301,Sisimiut,66.9395,-53.6735,37.85,44,100,27.76,GL,2021-12-05 02:04:57,overcast clouds
302,Jiwani,25.05,61.7417,73.96,70,33,6.87,PK,2021-12-05 02:04:57,scattered clouds
303,Kavieng,-2.5744,150.7967,83.14,79,100,11.81,PG,2021-12-05 02:04:57,moderate rain
304,Grand Gaube,-20.0064,57.6608,75.38,76,2,1.99,MU,2021-12-05 02:04:58,clear sky
305,Loandjili,-4.7561,11.8578,77.76,90,100,4.0,CG,2021-12-05 02:04:58,overcast clouds
306,Ouallam,14.3188,2.0866,72.68,15,12,10.02,NE,2021-12-05 02:04:59,few clouds
307,Moa,20.6569,-74.9403,77.11,85,76,10.8,CU,2021-12-05 02:05:00,broken clouds
308,Tupik,54.4253,119.9327,11.52,84,97,1.92,RU,2021-12-05 02:05:00,overcast clouds
309,Skegness,53.1436,0.3363,40.57,87,100,21.7,GB,2021-12-05 02:05:00,overcast clouds
310,Vila Velha,-20.3297,-40.2925,73.35,91,75,1.14,BR,2021-12-05 02:04:48,broken clouds
311,Valparaiso,-33.0393,-71.6273,58.64,88,0,5.75,CL,2021-12-05 02:05:01,clear sky
312,San Patricio,28.017,-97.5169,74.89,81,100,11.16,US,2021-12-05 02:05:02,overcast clouds
313,Billings,45.7833,-108.5007,36.28,74,90,10.36,US,2021-12-05 02:02:56,overcast clouds
314,Namikupa,-10.8333,39.6,70.23,99,50,1.57,TZ,2021-12-05 02:06:02,scattered clouds
315,Balabac,7.9868,117.0645,83.25,76,89,17.49,PH,2021-12-05 02:06:03,overcast clouds
316,Formosa,-26.1775,-58.1781,75.18,73,0,10.36,AR,2021-12-05 02:06:03,clear sky
317,Paamiut,61.994,-49.6678,32.04,99,98,19.84,GL,2021-12-05 02:06:04,snow
318,Liuzhou,24.3126,109.3892,59.81,42,12,5.66,CN,2021-12-05 02:06:04,few clouds
319,Zenica,44.2014,17.9064,34.21,95,89,5.79,BA,2021-12-05 02:06:05,overcast clouds
320,Uryupinsk,50.8047,42.0138,26.62,82,100,6.17,RU,2021-12-05 02:06:05,overcast clouds
321,Gravelbourg,49.8834,-106.5512,25.02,94,100,10.29,CA,2021-12-05 02:06:05,snow
322,Luanda,-8.8368,13.2343,77.11,84,100,6.8,AO,2021-12-05 02:06:06,light rain
323,Rio Grande,-32.035,-52.0986,67.95,80,34,14.2,BR,2021-12-05 02:02:22,scattered clouds
324,Sola,-13.8833,167.55,79.9,78,100,17.13,VU,2021-12-05 02:06:06,overcast clouds
325,Warmbad,-28.45,18.7333,55.36,79,0,10.4,NA,2021-12-05 02:06:07,clear sky
326,Krasnoselkup,65.7,82.4667,-36.18,100,22,4.61,RU,2021-12-05 02:06:07,few clouds
327,Oranjemund,-28.55,16.4333,60.4,88,59,9.42,NA,2021-12-05 02:06:07,broken clouds
328,Rawson,-43.3002,-65.1023,66.78,48,0,27.87,AR,2021-12-05 02:06:08,clear sky
329,Oum Hadjer,13.2954,19.6966,75.04,17,17,10.07,TD,2021-12-05 02:06:08,few clouds
330,Beringovskiy,63.05,179.3167,31.39,99,100,30.69,RU,2021-12-05 02:06:08,snow
331,Hay River,60.8156,-115.7999,-24.52,99,41,6.17,CA,2021-12-05 02:06:09,scattered clouds
332,Guangyuan,32.442,105.823,51.4,56,0,2.26,CN,2021-12-05 02:06:10,clear sky
333,Consuegra,39.4625,-3.608,47.14,85,65,7.56,ES,2021-12-05 02:06:10,broken clouds
334,Esperance,-33.8667,121.9,71.76,51,0,7.72,AU,2021-12-05 02:06:11,clear sky
335,Alta Floresta,-9.8756,-56.0861,72.16,98,95,2.37,BR,2021-12-05 02:06:11,overcast clouds
336,Hisor,38.525,68.5512,40.75,81,100,1.88,TJ,2021-12-05 02:06:12,overcast clouds
337,Ossora,59.2353,163.0719,26.73,97,100,5.57,RU,2021-12-05 02:06:12,light snow
338,Pudozh,61.8099,36.5345,-14.03,98,26,3.4,RU,2021-12-05 02:06:13,scattered clouds
339,Kourou,5.1552,-52.6478,75.25,91,91,6.49,GF,2021-12-05 02:06:13,overcast clouds
340,Porto Velho,-8.7619,-63.9039,75.25,94,100,3.44,BR,2021-12-05 02:06:13,overcast clouds
341,Powell River,49.8496,-124.5361,39.0,74,88,9.71,CA,2021-12-05 02:03:23,overcast clouds
342,Mormugao,15.4,73.8,72.66,94,75,3.44,IN,2021-12-05 02:06:14,fog
343,Vila Franca Do Campo,37.7167,-25.4333,63.19,82,52,1.5,PT,2021-12-05 02:06:14,broken clouds
344,Sabang,5.8933,95.3214,81.93,74,21,12.39,ID,2021-12-05 02:06:14,few clouds
345,Garowe,8.4054,48.4845,65.25,76,58,4.21,SO,2021-12-05 02:06:15,broken clouds
346,Namatanai,-3.6667,152.4333,86.7,67,100,10.45,PG,2021-12-05 02:06:16,light rain
347,Boyolangu,-8.1181,111.8935,80.73,77,100,2.1,ID,2021-12-05 02:06:16,overcast clouds
348,Ngunguru,-35.6167,174.5,76.15,81,40,13.04,NZ,2021-12-05 02:06:17,scattered clouds
349,Vardo,70.3705,31.1107,20.75,77,49,28.25,NO,2021-12-05 02:06:17,scattered clouds
350,Virginia Beach,36.8529,-75.978,51.85,83,40,3.44,US,2021-12-05 02:04:59,scattered clouds
351,Richards Bay,-28.783,32.0377,72.59,96,100,11.83,ZA,2021-12-05 02:06:18,heavy intensity rain
352,Svetlaya,46.5389,138.3297,19.98,60,19,7.09,RU,2021-12-05 02:06:18,few clouds
353,Teknaf,20.8624,92.3058,75.97,67,97,2.68,BD,2021-12-05 02:06:19,overcast clouds
354,Fairbanks,64.8378,-147.7164,-9.08,70,90,0.0,US,2021-12-05 02:06:19,overcast clouds
355,Areado,-21.3586,-46.1456,64.33,88,4,2.98,BR,2021-12-05 02:06:19,clear sky
356,Impfondo,1.6381,18.0667,71.58,96,100,1.68,CG,2021-12-05 02:06:20,light rain
357,Poopo,-18.3667,-66.9667,50.99,62,35,6.17,BO,2021-12-05 02:06:21,scattered clouds
358,Tabou,4.423,-7.3528,79.25,83,17,4.85,CI,2021-12-05 02:06:21,few clouds
359,Svetlogorsk,52.6333,29.7333,29.26,86,100,8.61,BY,2021-12-05 02:06:22,overcast clouds
360,Krabi,8.0726,98.9105,78.91,69,13,10.2,TH,2021-12-05 02:07:22,few clouds
361,Miles City,46.4083,-105.8406,39.51,69,90,16.11,US,2021-12-05 02:07:22,overcast clouds
362,Quirinopolis,-18.4483,-50.4517,74.32,69,77,3.38,BR,2021-12-05 02:03:25,broken clouds
363,Polunochnoye,60.8697,60.4153,-1.62,95,100,7.56,RU,2021-12-05 02:07:23,overcast clouds
364,Shipitsyno,61.2806,46.5208,3.63,93,100,8.93,RU,2021-12-05 02:07:23,overcast clouds
365,Kapuskasing,49.4169,-82.4331,0.36,100,68,4.32,CA,2021-12-05 02:07:24,broken clouds
366,Nyrob,60.733,56.7202,23.45,96,100,5.32,RU,2021-12-05 02:07:25,light snow
367,Rakai,-0.72,31.4839,63.57,89,100,2.57,UG,2021-12-05 02:07:25,overcast clouds
368,Lensk,60.7253,114.9278,17.67,91,100,12.62,RU,2021-12-05 02:07:26,light snow
369,Te Anau,-45.4167,167.7167,47.37,96,100,6.87,NZ,2021-12-05 02:04:41,light rain
370,Kudahuvadhoo,2.6708,72.8944,81.97,77,12,11.99,MV,2021-12-05 02:07:27,few clouds
371,Cartagena,10.3997,-75.5144,80.22,89,40,3.44,CO,2021-12-05 02:07:28,scattered clouds
372,Ugoofaaru,5.6667,73.0,82.24,75,39,8.81,MV,2021-12-05 02:07:28,scattered clouds
373,Nouadhibou,20.931,-17.0347,65.93,71,100,15.17,MR,2021-12-05 02:07:28,overcast clouds
374,Polyarnyy,69.1989,33.4478,4.77,94,42,9.24,RU,2021-12-05 02:07:29,scattered clouds
375,Alofi,-19.0595,-169.9187,79.68,77,82,1.63,NU,2021-12-05 02:07:29,broken clouds
376,Chornobay,49.6708,32.3239,29.48,83,67,6.02,UA,2021-12-05 02:07:30,broken clouds
377,Maryville,35.7565,-83.9705,61.66,88,75,1.01,US,2021-12-05 02:05:19,broken clouds
378,Ornskoldsvik,63.2909,18.7153,9.55,85,37,5.75,SE,2021-12-05 02:07:31,scattered clouds
379,Port Blair,11.6667,92.75,81.21,74,62,11.81,IN,2021-12-05 02:07:31,broken clouds
380,Ayan,56.45,138.1667,10.99,59,12,3.38,RU,2021-12-05 02:07:32,few clouds
381,Ararangua,-28.9347,-49.4858,71.87,89,77,6.91,BR,2021-12-05 02:07:32,broken clouds
382,Tondano,1.3038,124.9112,69.89,87,100,6.33,ID,2021-12-05 02:07:33,overcast clouds
383,Taltal,-25.4,-70.4833,63.88,73,29,1.32,CL,2021-12-05 02:07:34,scattered clouds
384,Grindavik,63.8424,-22.4338,32.47,69,0,17.27,IS,2021-12-05 02:07:34,clear sky
385,Bayan,46.0833,127.4,26.74,75,3,15.61,CN,2021-12-05 02:07:35,clear sky
386,Glenwood Springs,39.5505,-107.3248,45.63,64,1,10.36,US,2021-12-05 02:07:36,clear sky
387,Vestmannaeyjar,63.4427,-20.2734,39.13,68,98,24.63,IS,2021-12-05 02:07:37,overcast clouds
388,Hualmay,-11.0964,-77.6139,66.69,86,100,7.54,PE,2021-12-05 02:07:37,overcast clouds
389,Sao Felix Do Xingu,-6.6447,-51.995,72.59,98,100,0.92,BR,2021-12-05 02:07:38,overcast clouds
390,Manicore,-5.8092,-61.3003,73.92,97,67,1.88,BR,2021-12-05 02:07:39,broken clouds
391,West Bay,19.3667,-81.4167,80.67,82,75,3.0,KY,2021-12-05 02:07:40,broken clouds
392,Nazarovo,56.0064,90.3914,18.79,87,100,10.36,RU,2021-12-05 02:07:41,overcast clouds
393,Tsybli,49.9948,31.5628,23.14,82,99,7.54,UA,2021-12-05 02:07:41,overcast clouds
394,San Pedro,14.35,121.0167,83.32,63,97,16.84,PH,2021-12-05 02:07:42,overcast clouds
395,Zhigansk,66.7697,123.3711,-13.76,97,100,11.92,RU,2021-12-05 02:07:42,light snow
396,Luwuk,-0.9516,122.7875,78.87,87,100,3.36,ID,2021-12-05 02:07:43,overcast clouds
397,Narasannapeta,18.4167,84.05,70.7,91,100,6.49,IN,2021-12-05 02:07:43,overcast clouds
398,Yeppoon,-23.1333,150.7333,85.78,65,9,14.34,AU,2021-12-05 02:07:44,clear sky
399,Thessalon,46.2501,-83.5666,28.69,78,100,18.03,CA,2021-12-05 02:07:44,light snow
400,Puerto Escondido,15.85,-97.0667,79.63,69,1,0.0,MX,2021-12-05 02:06:04,clear sky
401,Wanning,18.8003,110.3967,71.29,64,96,14.79,CN,2021-12-05 02:07:45,overcast clouds
402,Chumikan,54.7183,135.315,9.61,73,99,30.62,RU,2021-12-05 02:07:46,overcast clouds
403,Marzuq,14.4,46.4667,56.44,37,0,1.32,YE,2021-12-05 02:07:46,clear sky
404,Ola,59.5833,151.2833,2.64,91,100,7.67,RU,2021-12-05 02:07:47,overcast clouds
405,Port Hawkesbury,45.6169,-61.3485,29.7,79,1,5.99,CA,2021-12-05 02:08:48,clear sky
406,Edd,13.9297,41.6925,78.85,49,0,16.35,ER,2021-12-05 02:08:48,clear sky
407,Lompoc,34.6391,-120.4579,54.32,82,1,3.44,US,2021-12-05 02:08:49,clear sky
408,Shimoda,34.6667,138.95,49.1,60,82,12.59,JP,2021-12-05 02:08:49,broken clouds
409,Nhulunbuy,-12.2333,136.7667,84.81,61,40,8.05,AU,2021-12-05 02:08:50,light rain
410,Chake Chake,-5.2459,39.7666,75.52,87,5,4.05,TZ,2021-12-05 02:08:51,light rain
411,Jacareacanga,-6.2222,-57.7528,73.67,98,100,0.85,BR,2021-12-05 02:08:51,overcast clouds
412,Miandrivazo,-19.5167,45.4667,82.18,65,39,0.49,MG,2021-12-05 02:08:52,scattered clouds
413,Qasigiannguit,68.8193,-51.1922,35.85,41,100,36.04,GL,2021-12-05 02:08:52,light rain
414,Deputatskiy,69.3,139.9,-36.26,94,98,2.19,RU,2021-12-05 02:08:52,overcast clouds
415,Beidao,34.5686,105.8933,43.77,34,0,0.25,CN,2021-12-05 02:08:53,clear sky
416,Tazovskiy,67.4667,78.7,-30.8,100,56,4.54,RU,2021-12-05 02:08:54,broken clouds
417,Nabire,-3.3667,135.4833,85.51,66,100,1.41,ID,2021-12-05 02:08:54,overcast clouds
418,Rameswaram,9.2833,79.3,81.68,73,0,5.97,IN,2021-12-05 02:08:55,clear sky
419,Tuburan,6.6439,122.2736,82.09,76,63,10.94,PH,2021-12-05 02:08:55,broken clouds
420,Ancud,-41.8697,-73.8203,54.93,81,0,3.29,CL,2021-12-05 02:08:56,clear sky
421,Macusani,-14.0833,-70.4333,37.58,92,90,5.12,PE,2021-12-05 02:08:57,overcast clouds
422,Leua,48.2156,18.6071,33.37,97,100,8.46,SK,2021-12-05 02:08:57,light snow
423,Batagay-Alyta,67.8006,130.4114,-23.21,99,100,2.04,RU,2021-12-05 02:08:58,overcast clouds
424,Khani,41.9563,42.9566,44.17,46,97,8.32,GE,2021-12-05 02:08:58,overcast clouds
425,Muscat,23.6139,58.5922,68.02,63,30,7.0,OM,2021-12-05 02:08:59,scattered clouds
426,Inongo,-1.95,18.2667,69.93,92,100,3.13,CD,2021-12-05 02:09:00,overcast clouds
427,Durban,-29.8579,31.0292,70.92,95,100,1.99,ZA,2021-12-05 02:08:44,overcast clouds
428,Plettenberg Bay,-34.0527,23.3716,62.91,96,100,15.21,ZA,2021-12-05 02:09:01,moderate rain
429,Wahiawa,21.5028,-158.0236,70.12,73,90,0.0,US,2021-12-05 02:09:01,light rain
430,Tual,-5.6667,132.75,82.13,82,100,15.88,ID,2021-12-05 02:07:16,overcast clouds
431,Iskateley,67.6803,53.1512,17.13,87,90,8.81,RU,2021-12-05 02:09:02,overcast clouds
432,Chalchihuites,23.4833,-103.8833,58.6,38,98,3.89,MX,2021-12-05 02:09:02,overcast clouds
433,Santa Maria,-29.6842,-53.8069,69.84,80,83,10.04,BR,2021-12-05 02:09:03,broken clouds
434,Seymchan,62.8833,152.4333,-40.0,100,92,0.87,RU,2021-12-05 02:09:03,overcast clouds
435,Westport,41.1415,-73.3579,46.22,75,1,1.01,US,2021-12-05 02:07:02,clear sky
436,Mendoza,-32.8908,-68.8272,63.55,73,96,2.57,AR,2021-12-05 02:09:04,overcast clouds
437,Panaba,21.2833,-88.2667,68.13,86,3,7.11,MX,2021-12-05 02:09:05,clear sky
438,Tacuarembo,-31.7333,-55.9833,68.07,73,93,9.8,UY,2021-12-05 02:09:05,overcast clouds
439,Korla,41.7597,86.1469,26.62,57,98,1.34,CN,2021-12-05 02:09:06,overcast clouds
440,Fort Frances,48.5999,-93.4003,15.06,79,1,3.44,CA,2021-12-05 02:09:06,clear sky
441,Oktyabrskiy,54.4815,53.471,30.85,92,100,7.85,RU,2021-12-05 02:09:07,light snow
442,Zalesovo,53.9939,84.7431,14.34,98,100,3.89,RU,2021-12-05 02:09:07,overcast clouds
443,Fergus Falls,46.283,-96.0776,27.16,93,90,7.0,US,2021-12-05 02:09:07,light snow
444,Ellisras,-23.6649,27.7443,71.56,79,100,6.17,ZA,2021-12-05 02:09:08,overcast clouds
445,College,64.8569,-147.8028,-9.09,70,75,0.0,US,2021-12-05 02:09:09,broken clouds
446,Ahipara,-35.1667,173.1667,73.89,68,29,12.19,NZ,2021-12-05 02:09:09,scattered clouds
447,Aripuana,-9.1667,-60.6333,73.33,93,94,2.42,BR,2021-12-05 02:09:09,light rain
448,Camocim,-2.9022,-40.8411,77.43,88,87,9.46,BR,2021-12-05 02:09:10,overcast clouds
449,Novikovo,51.1537,37.8879,26.78,82,69,3.96,RU,2021-12-05 02:10:10,broken clouds
450,Hofn,64.2539,-15.2082,29.57,59,46,8.95,IS,2021-12-05 02:10:11,scattered clouds
451,Berlevag,70.8578,29.0864,16.61,85,70,23.67,NO,2021-12-05 02:10:11,broken clouds
452,Bima,-8.4667,118.7167,78.71,91,100,2.21,ID,2021-12-05 02:10:12,overcast clouds
453,Saint-Francois,46.4154,3.9054,38.48,87,40,5.75,FR,2021-12-05 02:10:12,scattered clouds
454,Phalombe,-15.8064,35.6507,72.1,55,6,3.47,MW,2021-12-05 02:10:12,clear sky
455,Denpasar,-8.65,115.2167,82.06,83,40,11.5,ID,2021-12-05 02:10:00,scattered clouds
456,Namibe,-15.1961,12.1522,69.17,73,37,4.03,AO,2021-12-05 02:10:13,scattered clouds
457,Gizo,-8.103,156.8419,84.27,73,98,4.76,SB,2021-12-05 02:10:13,overcast clouds
458,Turukhansk,65.8167,87.9833,-28.88,100,100,2.24,RU,2021-12-05 02:10:13,overcast clouds
459,Asau,46.4333,26.4,30.96,81,100,4.47,RO,2021-12-05 02:10:14,overcast clouds
460,Erzin,36.9559,36.2,54.12,50,2,9.17,TR,2021-12-05 02:10:14,clear sky
461,El Silencio,10.5,-66.9167,68.85,83,75,4.61,VE,2021-12-05 02:10:15,broken clouds
462,Yarada,17.65,83.2667,75.96,78,100,3.36,IN,2021-12-05 02:10:15,overcast clouds
463,Aswan,24.0934,32.907,65.53,25,0,6.24,EG,2021-12-05 02:10:15,clear sky
464,Nacimiento,-37.5,-72.6667,62.96,43,0,7.83,CL,2021-12-05 02:10:16,clear sky
465,San Jeronimo,-11.9472,-75.2829,52.92,81,100,2.04,PE,2021-12-05 02:10:16,overcast clouds
466,Iskitim,54.6366,83.3045,28.26,94,100,9.64,RU,2021-12-05 02:10:16,overcast clouds
467,Umm Kaddadah,13.6017,26.6876,70.5,25,3,13.09,SD,2021-12-05 02:10:17,clear sky
468,Sarangani,5.4033,125.4636,82.45,72,65,4.0,PH,2021-12-05 02:10:17,broken clouds
469,Caribou,46.8606,-68.012,15.01,78,90,0.0,US,2021-12-05 02:10:18,overcast clouds
470,Geraldton,-28.7667,114.6,88.21,30,0,11.5,AU,2021-12-05 02:10:18,clear sky
471,Chernyakhovsk,54.6335,21.8156,28.45,97,87,3.85,RU,2021-12-05 02:10:18,overcast clouds
472,Ust-Maya,60.4167,134.5333,-7.06,96,98,3.71,RU,2021-12-05 02:10:19,overcast clouds
473,Poyarkovo,49.6,128.6833,16.56,89,15,5.79,RU,2021-12-05 02:10:19,few clouds
474,Ures,29.4333,-110.4,72.84,27,100,3.06,MX,2021-12-05 02:10:20,overcast clouds
475,Cap Malheureux,-19.9842,57.6142,76.46,76,1,1.99,MU,2021-12-05 02:10:20,clear sky
476,Pospelikha,51.95,81.7667,13.12,98,77,3.15,RU,2021-12-05 02:10:20,broken clouds
477,Shumskiy,54.8318,99.1328,22.64,69,97,11.79,RU,2021-12-05 02:10:21,overcast clouds
478,Dori,14.0354,-0.0345,75.07,13,48,8.01,BF,2021-12-05 02:10:21,scattered clouds
479,General Roca,-39.0333,-67.5833,66.61,41,0,14.99,AR,2021-12-05 02:10:22,clear sky
480,Shingu,33.7333,135.9833,52.99,48,0,0.69,JP,2021-12-05 02:10:22,clear sky
481,San Policarpo,12.1791,125.5072,79.43,77,81,18.43,PH,2021-12-05 02:10:22,broken clouds
482,Erenhot,43.6475,111.9767,28.49,44,67,16.06,CN,2021-12-05 02:10:23,broken clouds
483,Balurghat,25.2167,88.7667,70.2,66,41,3.8,IN,2021-12-05 02:10:23,scattered clouds
484,Tevaitoa,-16.7833,-151.5,81.25,64,83,12.95,PF,2021-12-05 02:10:23,broken clouds
485,Leninsk,48.7119,45.1994,37.26,90,100,10.11,RU,2021-12-05 02:10:24,overcast clouds
486,Kathu,7.9178,98.3332,78.62,69,39,18.34,TH,2021-12-05 02:10:24,scattered clouds
487,Binika,21.0333,83.8,67.03,84,100,3.44,IN,2021-12-05 02:10:25,overcast clouds
488,Mehamn,71.0357,27.8492,18.97,84,66,23.24,NO,2021-12-05 02:10:26,broken clouds
489,Necochea,-38.5473,-58.7368,56.03,75,100,6.98,AR,2021-12-05 02:10:26,overcast clouds
490,Athens,37.9795,23.7162,54.18,90,1,1.99,GR,2021-12-05 02:09:01,clear sky
491,Doha,25.2867,51.5333,64.38,72,0,4.61,QA,2021-12-05 02:06:31,clear sky
492,Kilindoni,-7.9139,39.6668,79.63,79,100,12.55,TZ,2021-12-05 02:10:27,moderate rain
493,Privolzhye,52.8649,48.6044,30.88,84,100,5.68,RU,2021-12-05 02:10:27,overcast clouds
494,Sioux Lookout,50.1001,-91.917,-0.62,98,93,4.41,CA,2021-12-05 02:10:27,overcast clouds
495,Saint Anthony,45.0205,-93.218,32.25,64,90,1.01,US,2021-12-05 02:10:28,light snow
496,Rorvik,64.8621,11.2373,24.87,67,8,31.79,NO,2021-12-05 02:10:28,clear sky
497,La Asuncion,11.0333,-63.8628,77.7,87,16,12.41,VE,2021-12-05 02:11:29,few clouds
498,Choix,26.7092,-108.3219,72.45,37,94,2.75,MX,2021-12-05 02:11:29,overcast clouds
499,Suntar,62.1444,117.6319,12.0,80,86,12.17,RU,2021-12-05 02:11:30,overcast clouds
500,Tessalit,20.1986,1.0114,63.79,16,100,8.12,ML,2021-12-05 02:11:30,overcast clouds
501,Stornoway,58.2093,-6.3865,39.16,81,20,9.22,GB,2021-12-05 02:11:31,few clouds
502,Teahupoo,-17.8333,-149.2667,76.96,74,32,13.78,PF,2021-12-05 02:11:31,light rain
503,Caceres,39.522,-6.3748,39.79,97,24,5.66,ES,2021-12-05 02:11:32,few clouds
504,Praia Da Vitoria,38.7333,-27.0667,62.76,90,77,6.35,PT,2021-12-05 02:11:32,broken clouds
505,Isangel,-19.55,169.2667,86.11,94,75,9.22,VU,2021-12-05 02:07:47,broken clouds
506,Merauke,-8.4667,140.3333,88.52,61,94,6.17,ID,2021-12-05 02:11:33,overcast clouds
507,Puerto Madryn,-42.7692,-65.0385,66.58,51,0,24.79,AR,2021-12-05 02:11:34,clear sky
508,Peace River,56.2501,-117.286,-4.68,90,100,8.9,CA,2021-12-05 02:11:34,overcast clouds
509,Mus,39.0,41.75,27.5,87,100,4.63,TR,2021-12-05 02:11:35,overcast clouds
510,Kuminskiy,58.6667,66.5667,33.42,98,100,10.69,RU,2021-12-05 02:11:35,light snow
511,Mount Gambier,-37.8333,140.7667,67.1,37,0,8.79,AU,2021-12-05 02:11:36,clear sky
512,Vilhena,-12.7406,-60.1458,71.64,93,100,1.9,BR,2021-12-05 02:11:36,overcast clouds
513,Iquique,-20.2208,-70.1431,66.24,71,10,2.62,CL,2021-12-05 02:11:37,clear sky
514,Muisne,0.6,-80.0333,75.2,87,71,8.7,EC,2021-12-05 02:11:37,broken clouds
515,Otukpo,7.1913,8.1329,76.8,35,100,0.83,NG,2021-12-05 02:11:38,overcast clouds
516,Zhigalovo,54.8097,105.1578,20.79,85,85,12.57,RU,2021-12-05 02:11:39,overcast clouds
517,Fez,34.0372,-4.9998,41.25,93,0,6.91,MA,2021-12-05 02:11:39,clear sky
518,San Ramon De La Nueva Oran,-23.1322,-64.326,76.42,91,100,1.92,AR,2021-12-05 02:10:34,overcast clouds
519,Voyvozh,62.892,54.9635,1.44,94,100,10.4,RU,2021-12-05 02:11:40,light snow
520,Urumqi,43.801,87.6005,13.15,92,100,4.47,CN,2021-12-05 02:08:02,mist
521,San-Pedro,4.7485,-6.6363,78.6,85,93,3.27,CI,2021-12-05 02:11:41,overcast clouds
522,Kristiinankaupunki,62.2743,21.376,8.94,85,6,10.38,FI,2021-12-05 02:11:41,clear sky
523,Sudak,44.85,34.9667,49.05,93,79,6.42,UA,2021-12-05 02:11:42,broken clouds
